n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
143,0.9382578922278887,0.8595645927985254,6.189934413486781,0.8785862053641511,0.9488085504044778,-0.32334264049734507,0.32334264049734507,0.8838781761959177,2.0,1.0,37.01398601398601
