n_pairs,rmse,mae,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
332,0.6505924741677295,0.544900557410211,0.9324048966488547,0.9714439193226295,-0.1118252162781184,0.1118252162781184,0.6418774590224018,2.0,1.0,29.83132530120482
