n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
287,0.8301299636103461,0.7357785913183764,4.740436348120508,0.8789435097068218,0.9709842303276509,-0.5448731849128082,0.5448731849128082,0.6273758034923642,2.0,1.0,33.505226480836235
