file,n,mean,std,min,max,p5,p95,range,rms
Mesures27062024_136.txt,1000,21206.85633,4182.390610920222,14079.12,28304.75,14654.426,27720.896,14225.63,21615.345165497005
Mesures27062024_137.txt,1000,20823.853649999997,4111.480909177857,13805.35,27881.98,14380.4575,27294.7745,14076.63,21225.86055035584
Mesures27062024_138.txt,1000,21690.81283,4263.635395531669,14436.44,28925.92,15052.002999999999,28365.906,14489.479999999998,22105.880394413678
Mesures27062024_139.txt,1000,21022.064979999996,4091.3927087760712,14019.48,27992.13,14619.1065,27417.0325,13972.650000000001,21416.505558114946
Mesures27062024_14.txt,1000,4678.28474,911.1994792568378,3117.58,6219.5,3244.9435,6087.137,3101.92,4766.196869571671
Mesures27062024_140.txt,1000,21301.91771,4228.182509681749,14094.8,28457.2,14702.186000000002,27934.2735,14362.400000000001,21717.486628493414
Mesures27062024_141.txt,1000,19858.14856,3932.5041407932845,13150.46,26617.41,13705.867999999999,26046.7675,13466.95,20243.780601665945
Mesures27062024_142.txt,1000,20451.08811,4039.564378206285,13546.25,27360.03,14121.764,26772.480499999998,13813.779999999999,20846.224724123465
Mesures27062024_143.txt,1000,20574.239100000003,4050.074363147446,13654.41,27557.76,14224.4475,26947.605499999998,13903.349999999999,20969.08240460209
Mesures27062024_144.txt,1000,20063.21647,3967.788041226678,13302.89,26912.15,13867.2065,26322.3255,13609.260000000002,20451.79691523903
Mesures27062024_145.txt,1000,19755.02605,3927.457641268801,13125.82,26477.54,13678.159,25906.191,13351.720000000001,20141.64784123035
Mesures27062024_146.txt,1000,19952.17211,3950.1895052492923,13255.5,26804.19,13806.7505,26194.9315,13548.689999999999,20339.44859219255
Mesures27062024_147.txt,1000,20263.73515,4023.494311038252,13483.3,27166.42,14036.5545,26574.003,13683.119999999999,20659.319173203716
Mesures27062024_148.txt,1000,19935.678490000002,3891.980509949686,13273.11,26563.42,13841.101,26001.802,13290.309999999998,20312.035573680863
Mesures27062024_149.txt,1000,19967.68548,3967.801370851617,13211.11,26853.35,13766.461,26260.491499999996,13642.239999999998,20358.09203109994
Mesures27062024_15.txt,1000,4749.9803999999995,924.6917775972921,3165.46,6311.79,3294.5494999999996,6179.196,3146.33,4839.149582720109
Mesures27062024_150.txt,1000,21006.378149999997,4130.462168068299,14023.57,28124.55,14597.83,27515.509,14100.98,21408.611367920174
Mesures27062024_151.txt,1000,20654.7428,4031.9615269413425,13769.9,27573.04,14340.347,26966.573,13803.140000000001,21044.598211628727
Mesures27062024_152.txt,1000,20787.00968,4116.122003876088,13797.3,27815.11,14383.4215,27224.175000000003,14017.810000000001,21190.61659761713
