scan_id,F_area_total,F_mean,F_p95,F_p99,F_top10_area,F_main_roi_area,F_main_roi_mean,F_main_roi_peak,btn_idx,btn_dt,T,HA_ref,Abs_ref
296,2.7872527652767403,0.0029033882971632712,0.018522584527099192,0.022013850902587794,0.4988745629074173,1.2326614708284667,0.01621922987932193,0.02254176455111492,292,2024-06-27 12:53:21,40.4,27.933913914348345,0.007384
297,2.9716807273169903,0.0030955007576218647,0.018691142230019976,0.021637309561891357,0.4798869473380775,1.1952789691112036,0.01615241850150275,0.02215181221745872,293,2024-06-27 12:53:41,40.5,28.54522029326998,0.007651
298,3.1170227970244473,0.0032468987469004658,0.019943690721640043,0.024630511998401893,0.5185320800829285,1.4412178424996511,0.01824326382910951,0.025171928378432663,294,2024-06-27 12:54:01,40.5,28.388090640279508,0.008284
299,3.147978365070762,0.0032791441302820437,0.020328799307596287,0.023333342721144238,0.5082064329063758,1.3098747336055532,0.017701009913588556,0.02384056292945088,295,2024-06-27 12:54:21,40.5,28.964232701244583,0.008185
300,2.6984574939117945,0.002810893222824786,0.018374721714792965,0.021874573704369515,0.5238381008318684,1.2092472160311123,0.01591114757935674,0.022352277338594226,296,2024-06-27 12:54:41,40.5,28.649973395263633,0.008035
301,2.6699741098594076,0.0027812230311035496,0.018095817036023542,0.022196891622826686,0.49994762739700643,1.2535888945849625,0.016071652494679005,0.022741814901042746,297,2024-06-27 12:55:01,40.5,28.807103048254106,0.007382
302,2.4708885924060606,0.002573842283756313,0.017323626706726488,0.021565678971309427,0.5014361877203741,1.1918863443700904,0.015479043433377799,0.022064907557262935,298,2024-06-27 12:55:21,40.6,29.109201545928165,0.00801
303,2.7862784213672196,0.002902373355590854,0.01899350182553062,0.02221479438275507,0.5197839316872102,1.211384701296507,0.01637006353103388,0.02284395397762443,299,2024-06-27 12:55:41,40.6,29.425033750766453,0.007737
304,2.3540395955357942,0.002452124578683119,0.016347933015280484,0.018925344624404167,0.4908788147179478,0.9836187443038031,0.0134742293740247,0.019196662227544486,300,2024-06-27 12:56:01,40.7,28.99027640686546,0.007392
305,2.7300738562394553,0.002843826933582766,0.01814724700760981,0.022054775186394714,0.5058270371472651,1.2409010270935026,0.016115597754461072,0.02262223938126951,301,2024-06-27 12:56:21,40.7,29.57219801357261,0.007961
306,2.6075860816284866,0.0027162355016963403,0.017368436181141672,0.02224054096770109,0.5316823763076117,1.2649057494128888,0.01581132186766111,0.02276860698668235,302,2024-06-27 12:56:41,40.7,29.254786228095973,0.008015
307,3.461561394645675,0.003605793119422578,0.021551156143930963,0.025343920271948647,0.5327945936046268,1.481999481056398,0.019246746507225947,0.025899952638398623,303,2024-06-27 12:57:01,40.7,29.57219801357261,0.007888
308,3.038365446826247,0.0031649640071106737,0.019876738709903603,0.024018530107623847,0.5243186483149398,1.3841148705424156,0.01774506244285148,0.024537434204505153,304,2024-06-27 12:57:21,40.8,29.294656154683082,0.007731
309,2.5358439501555234,0.0026415041147453367,0.017288236924026767,0.021177225019988595,0.5160450666509634,1.1774966612008073,0.015096111041035991,0.021701754731075606,305,2024-06-27 12:57:41,40.8,29.6668205704413,0.008163
310,3.0017108467432143,0.0031267821320241818,0.019582010510694373,0.022787487891953683,0.5214460280233132,1.2859559505307068,0.016920473033298772,0.023343465478926708,306,2024-06-27 12:58:01,40.7,30.418629441510294,0.007882
311,2.517476848289963,0.0026223717169687115,0.016671904577775464,0.021276701662917362,0.516905840421912,1.1671730004942715,0.014963756416593225,0.021848225894412057,307,2024-06-27 12:58:21,40.7,29.148982299603773,0.007328
312,2.8672305514868652,0.0029866984911321513,0.019318559954562567,0.02201494028960797,0.5193746148042618,1.1970752008743164,0.016398290422935842,0.022547645216415595,308,2024-06-27 12:58:41,40.7,31.000551048217446,0.008121
313,2.768273855990305,0.002883618599989901,0.01874152073243583,0.02247589196472229,0.5052949853310917,1.2693120436057277,0.01648457199487958,0.02301046546926864,309,2024-06-27 12:59:01,40.6,29.53031115237921,0.007987
314,2.5858673480075183,0.002693611820841165,0.01763810606048139,0.02031979818426975,0.4897306219444631,1.1109679947575268,0.014812906596767024,0.020864020308677535,310,2024-06-27 12:59:21,40.5,27.550065824330296,0.007386
315,2.7487995686402567,0.002863332884000267,0.01824325288372658,0.02094466694097464,0.48890349067981603,1.1548706005487346,0.015606359466874793,0.021533958402530213,311,2024-06-27 12:59:41,40.5,27.86432513031125,0.007482
316,3.0896031736866325,0.0032183366392569087,0.01927548708784588,0.022988978972517775,0.5017965476572485,1.3362254279290835,0.017131095229860043,0.023534681266178834,312,2024-06-27 13:00:01,40.4,27.72545187021142,0.007645
317,3.0172182841086292,0.0031429357126131555,0.018449902944471942,0.021638686859177858,0.484434928827543,1.2108624158004146,0.016144832210672196,0.02214030892935928,313,2024-06-27 13:00:21,40.4,28.090260447451033,0.007606
318,2.742089926663632,0.00285634367360795,0.01835168059451875,0.021626985710592107,0.49059524628468343,1.2009733427728124,0.0160129779036375,0.02216685436018688,314,2024-06-27 13:00:41,40.4,27.82968289227988,0.007598
319,2.5629012133301257,0.0026696887638855476,0.01735162948986506,0.020579537224166868,0.48228596931501655,1.125813083560986,0.015010841114146481,0.02111918649410145,315,2024-06-27 13:01:01,40.4,27.933913914348345,0.007593
320,2.4944358543295237,0.002598370681593254,0.01767508306194836,0.020208333697430428,0.49306725614466596,1.079817534622308,0.014792021022223397,0.02073896880213401,316,2024-06-27 13:01:21,40.5,28.230960987289027,0.007256
321,2.6354620977470273,0.002745273018486487,0.017624755099990237,0.021247092537576406,0.4921567431729674,1.1890637083890014,0.015442385823233784,0.021750514254337522,317,2024-06-27 13:01:41,40.5,28.230960987289027,0.007897
322,2.4374692338100834,0.0025390304518855037,0.016810082281840322,0.02036452954882301,0.46851984570850697,1.1613352670568335,0.01470044641844093,0.020861199607915618,318,2024-06-27 13:02:01,40.5,28.70234994626046,0.007468
323,2.880976790987241,0.0030010174906117096,0.018686868966101756,0.02145589900489855,0.5003594720724076,1.1547759284105876,0.01581884833439161,0.02201706768515939,319,2024-06-27 13:02:21,40.5,28.649973395263633,0.007757
324,2.6685776034136204,0.0027797683368891877,0.017444105839671376,0.020696373356997422,0.4828467275604239,1.1512151109960096,0.015147567249947494,0.021254268325774057,320,2024-06-27 13:02:41,40.6,29.26711764834731,0.007785
325,2.8679064586021092,0.002987402561043864,0.018356690148221444,0.021852496680128834,0.48845224593391506,1.203737862493796,0.01604983816658395,0.022350301240517713,321,2024-06-27 13:03:01,40.6,29.00392414431541,0.008252
326,2.705976411328127,0.0028187254284667987,0.017766483650111232,0.020526516002608564,0.4959866047320972,1.0873061836017486,0.014894605254818474,0.020731295905279272,322,2024-06-27 13:03:21,40.7,29.254786228095973,0.007981
327,2.3477771563976617,0.0024456012045808977,0.015405415204572802,0.018600451362385067,0.49701372520483594,0.9799227301692183,0.012893720133805504,0.019158104656632313,323,2024-06-27 13:03:41,40.7,29.096080335357666,0.00749
328,2.8738773946473106,0.0029936222860909487,0.019026279809862583,0.022254600175218384,0.5139800150443268,1.2397415748074145,0.016312389142202822,0.02280885815841328,324,2024-06-27 13:04:01,40.7,29.254786228095973,0.007545
329,2.428971481839733,0.0025301786269163887,0.01701113648379383,0.020113466194761155,0.49759840723755344,1.0854457532059854,0.014472610042746472,0.020683723421476275,325,2024-06-27 13:04:21,40.7,29.307688192342088,0.007608
330,2.6193060316461363,0.0027284437829647253,0.018106129997812682,0.021122431308361358,0.5134095518380128,1.1240856926144331,0.015398434145403194,0.021687474158789976,326,2024-06-27 13:04:41,40.8,29.40098884489971,0.007708
331,2.736267672391528,0.002850278825407842,0.01857008455946552,0.021154771966067968,0.4886444820352781,1.1567828594026175,0.015846340539761885,0.02164163738916036,327,2024-06-27 13:05:01,40.8,29.560487880224663,0.007837
332,3.1953043481093673,0.003328442029280591,0.02061605185932087,0.023603131339361445,0.5172410062733547,1.3212660969634873,0.017854947256263343,0.024145198503847942,328,2024-06-27 13:05:21,40.8,29.6668205704413,0.007871
333,2.763745162490106,0.002878901210927194,0.018904675006633814,0.022243822902601275,0.49997982478346603,1.2591329124125843,0.01635237548587772,0.02278115593397727,329,2024-06-27 13:05:41,40.8,30.304816711741115,0.007504
334,2.7648047509121922,0.002880004948866867,0.019249231909447103,0.0219184100037723,0.5162392377588316,1.1577459839854598,0.016079805333131386,0.0221866307435403,330,2024-06-27 13:06:01,40.7,29.88960979904924,0.007904
335,3.104061711464997,0.0032333976161093717,0.02058860866757648,0.02333833476116893,0.5220761330119048,1.2745474971141026,0.017459554754987706,0.023606247700275376,331,2024-06-27 13:06:21,40.8,31.36814361390747,0.008209
336,2.919682583616374,0.0030413360246003894,0.019828185725326394,0.0225727487931136,0.5298430401163002,1.2134262555765827,0.016622277473651817,0.023065496556596392,332,2024-06-27 13:06:41,41.0,32.38018001198984,0.008067
337,2.8747682349012464,0.002994550244688798,0.01993468082590699,0.02297006598177823,0.5451239792230875,1.2535139180626504,0.0169393772711169,0.023545329715670457,333,2024-06-27 13:07:01,41.3,34.61076652035575,0.008367
338,3.3168617647487455,0.0034550643382799434,0.022110639005793128,0.02516800111739509,0.5626712564594011,1.4115817731820868,0.019075429367325498,0.025774653850639224,334,2024-06-27 13:07:21,41.6,36.346604790453384,0.009093
339,3.4994860705395294,0.0036452979901453434,0.023294037168295957,0.026253025710216458,0.5763362602872053,1.449557702573139,0.019856954829769027,0.026889305920329974,335,2024-06-27 13:07:41,42.0,38.70924255747535,0.009102
340,4.083560036922893,0.004253708371794679,0.025695395995481343,0.02960464422036636,0.598349537247056,1.706318712628433,0.022750916168379105,0.03019509153535476,336,2024-06-27 13:08:01,42.4,40.055870682763214,0.009959
341,3.9233433834925644,0.0040868160244714215,0.025156570834068307,0.02869926353601521,0.5993794108183796,1.628779579685577,0.022010534860615907,0.029309263331212518,337,2024-06-27 13:08:21,42.7,40.417645713953625,0.009802
342,4.100299137000128,0.004271144934375134,0.02613527005649543,0.02962443413989761,0.6438871848195487,1.651439643409849,0.02262246086862807,0.030255393284234215,338,2024-06-27 13:08:41,43.0,41.49125640174028,0.010188
343,3.99777687495636,0.004164350911412875,0.025680952262279733,0.028705033123862,0.624354656442502,1.5976215555382896,0.02188522678819575,0.02923252195495816,339,2024-06-27 13:09:01,43.2,39.08644685185383,0.009715
344,3.895133516831049,0.00405743074669901,0.025138323547100553,0.028250403361429012,0.612766228397029,1.5689770866724513,0.02149283680373221,0.028869187394473327,340,2024-06-27 13:09:21,43.3,40.06010583680133,0.009824
345,3.8362799752132957,0.003996124974180516,0.024842694351811967,0.028049904572395944,0.6153657139249759,1.5251111217263618,0.021182098912866137,0.02834456412523508,341,2024-06-27 13:09:41,43.4,37.89908025000811,0.00955
346,4.02383442291948,0.004191494190541125,0.0261026554829667,0.029317635365893692,0.6208397135252867,1.6157466268440397,0.022133515436219723,0.02958503959531165,342,2024-06-27 13:10:01,43.5,42.64026789703663,0.009964
347,3.9459017160321324,0.004110314287533471,0.025871175242135877,0.02902302375122984,0.62900806058748,1.609273292271782,0.022044839620161398,0.029468108660418966,343,2024-06-27 13:10:21,43.5,41.6684099392694,0.009857
348,3.831819638211989,0.003991478789804155,0.024995083596279524,0.028085653682256802,0.6181257185044392,1.5553513109289372,0.02130618234149229,0.028738734995766176,344,2024-06-27 13:10:41,43.5,38.0846837200028,0.00972
349,3.5915983601552433,0.0037412482918283783,0.023467758274810603,0.026583664994026732,0.586190587145923,1.464488221910145,0.020061482491919795,0.027137567435620635,345,2024-06-27 13:11:01,43.5,34.318734133654836,0.009089
350,3.510474417552074,0.0036567441849500774,0.02336446805074702,0.02651559321032323,0.5987230349985593,1.4327120090142555,0.01989877790297577,0.026995680947301252,346,2024-06-27 13:11:21,43.5,36.991343517514686,0.009398
351,3.8355296286190805,0.0039953433631448754,0.024801377506977782,0.027833510092167606,0.627005826056226,1.5437271389857128,0.021146947109393327,0.02842984230598188,347,2024-06-27 13:11:41,43.5,38.0846837200028,0.009266
352,3.590918159551701,0.0037405397495330218,0.02380351335815073,0.027450008080819367,0.5955913145590999,1.5439346905309637,0.020585795873746184,0.02807552308539803,348,2024-06-27 13:12:01,43.6,37.23340447730539,0.009536
353,3.614102468918816,0.0037646900717904336,0.02383045911289693,0.026862598253526514,0.5916894792088683,1.4693037485874685,0.020406996508159286,0.02740744094690508,349,2024-06-27 13:12:21,43.7,36.37274910439957,0.009417
354,3.390496975947855,0.0035317676832790157,0.02268177295870469,0.02573111233090772,0.592188674705068,1.4315509553349348,0.019345283180201824,0.026283427213044545,350,2024-06-27 13:12:41,43.7,35.75938065407243,0.009138
355,3.5771119000928886,0.0037261582292634258,0.023391958637041146,0.026740341300062732,0.5880281633193405,1.4737087264595519,0.020187790773418517,0.027324353003392792,351,2024-06-27 13:13:01,43.8,36.3039323919655,0.009052
356,3.6550074345059276,0.0038072994109436746,0.023925274547880314,0.02815286579236694,0.6182390230525249,1.6166227999824456,0.02099510129847332,0.028758440929756615,352,2024-06-27 13:13:21,43.8,37.22848075508856,0.0092
357,3.8221166826233386,0.003981371544399311,0.02439799656941289,0.02784808437678548,0.6025409874066674,1.5440377243016705,0.02115120170276261,0.028506695405639777,353,2024-06-27 13:13:41,44.0,37.90398052765438,0.009412
358,3.5496922537926583,0.0036975960977006857,0.023506905521330567,0.027757093332118295,0.6196997411906137,1.5672136968125012,0.02062123285279607,0.0283644821732158,354,2024-06-27 13:14:01,44.0,37.90398052765438,0.009693
359,3.6317515272814997,0.0037830745075848955,0.02407274744502894,0.027326162766078552,0.6179023928717933,1.4943009931116835,0.02046987661796827,0.027843794096547875,355,2024-06-27 13:14:21,44.2,38.90281544590349,0.009603
360,3.505145783285079,0.0036511935242552907,0.023265401934101315,0.026608022970905715,0.5937109638546367,1.4988512942736674,0.019984683923648897,0.027249643673274038,356,2024-06-27 13:14:41,44.2,38.14864131771151,0.009194
361,3.6176112279126844,0.003768345029075713,0.024043909054624564,0.027055598257073023,0.6033825744881507,1.4668051744609578,0.020372294089735524,0.027536393499560018,357,2024-06-27 13:15:01,44.3,38.33435372111607,0.009473
362,3.5940037555433175,0.0037437539120242893,0.023955506272160094,0.027886314058831355,0.606001219678163,1.5905311671021933,0.02092804167239728,0.028488006795085206,358,2024-06-27 13:15:21,44.4,38.52083099737836,0.009305
363,3.890730498456554,0.004052844269225577,0.02501797067913107,0.028472921638825453,0.621249372748722,1.6229605472393194,0.021639473963190926,0.02910247995722918,359,2024-06-27 13:15:41,44.5,38.197919799665065,0.009595
364,3.937211472410463,0.004101261950427566,0.025267873135304757,0.028456117990983555,0.6070648388407096,1.5548353131770356,0.021594934905236604,0.028666026761653977,360,2024-06-27 13:16:01,44.5,37.560224978301704,0.009684
365,4.123212228781934,0.004295012738314515,0.026084068882704092,0.029490202744091937,0.6134145838125966,1.6499016213774509,0.022601392073663712,0.030096815343013426,361,2024-06-27 13:16:21,44.7,37.73268210213096,0.009714
366,4.179091279610127,0.004353220082927215,0.02584063486733185,0.029982111388832486,0.6135396761284624,1.7642477233238614,0.022912308095115082,0.030560273911984633,362,2024-06-27 13:16:41,44.7,37.60390161714075,0.009051
367,3.95305065770704,0.004117761101778167,0.025036129958134035,0.028270181906575202,0.6048993160568414,1.5986384995209408,0.021603222966499202,0.028929475977133946,363,2024-06-27 13:17:01,44.8,37.46276812470043,0.009423
368,3.9154814049592432,0.004078626463499211,0.025017706143968633,0.028667898598119978,0.6143320232591011,1.6252919680272717,0.021670559573696957,0.029261774291874217,364,2024-06-27 13:17:21,44.8,37.398065589079174,0.009897
369,4.480792768652174,0.004667492467346015,0.02682531323299105,0.03129019496728273,0.613378517265045,1.8616940916881668,0.02417784534659957,0.03197956824322306,365,2024-06-27 13:17:41,44.9,37.38426302372421,0.009518
370,4.2932991122557915,0.0044721865752664495,0.026245959081877233,0.031143062373381634,0.6200726343266635,1.866718474501791,0.023629347778503684,0.031811113520252565,366,2024-06-27 13:18:01,45.0,37.43464502703904,0.009398
371,3.8825261536087297,0.00404429807667576,0.02461080573314268,0.0282413957554485,0.6040961093350251,1.6308713436668656,0.021458833469300862,0.028883652677424213,367,2024-06-27 13:18:21,45.1,37.418856630031165,0.009209
372,4.116754160751544,0.004288285584116191,0.02573977015345832,0.029212108428516733,0.6179080169346083,1.6735023403469875,0.022313364537959835,0.029845679094309487,368,2024-06-27 13:18:41,45.2,38.19347942468525,0.009219
373,3.6060048163163927,0.0037562550169962425,0.023667310893278077,0.0266778748928101,0.5844039901729444,1.4561853326115743,0.020224796286271867,0.02729323554748195,369,2024-06-27 13:19:01,45.2,38.19347942468525,0.009468
374,3.8160431751601376,0.003975044974125143,0.02458669184290416,0.02740345977723838,0.5987504786714968,1.5298376035969838,0.020956679501328547,0.027974302238504355,370,2024-06-27 13:19:21,45.3,38.90829588843068,0.009352
375,3.8325957111591817,0.0039922871991241475,0.02442109144613106,0.028764994453627752,0.600911759536633,1.6472754556343425,0.021674677047820296,0.029370022966492597,371,2024-06-27 13:19:41,45.3,37.98032971732672,0.009688
376,3.934332902275683,0.004098263439870503,0.024954622549933414,0.0288397595367128,0.6153441975731713,1.6328462347841828,0.02177128313045577,0.029476749801970892,372,2024-06-27 13:20:01,45.4,38.49673002750824,0.009673
377,4.283448488496351,0.004461925508850366,0.025758401788028004,0.030163277601355027,0.5966448167700853,1.7731096537760516,0.02302739810098768,0.03077395157968398,373,2024-06-27 13:20:21,45.4,38.36352334921237,0.009208
378,3.600797426481121,0.0037508306525845013,0.023855286631298028,0.027578486343847027,0.6247098997881742,1.5479177026501505,0.020638902702002006,0.028219455318783854,374,2024-06-27 13:20:41,45.5,39.418640323708836,0.009527
379,4.301536240966823,0.0044807669176737735,0.02628011796815162,0.030590579544357142,0.6201222728844047,1.7677853613956085,0.023260333702573795,0.03121057658867284,375,2024-06-27 13:21:01,45.5,38.28092065392438,0.010034
380,3.940719945013043,0.004104916609388587,0.02503732718333656,0.02824606815184277,0.6101633433244992,1.5476319524653697,0.02149488822868569,0.02852153827445582,376,2024-06-27 13:21:21,45.5,38.68246877267183,0.009461
381,3.7804012649743015,0.0039379179843482305,0.024480456921927223,0.027433749099583814,0.594843464437201,1.5003005090600678,0.02083750707027872,0.028065412689180138,377,2024-06-27 13:21:41,45.5,38.68246877267183,0.009339
382,3.8389944104993194,0.003998952510936791,0.024471192169905637,0.02786734204062396,0.5923706192254294,1.5868123938676952,0.021157498584902602,0.028481462253036494,378,2024-06-27 13:22:01,45.5,37.74552316226111,0.00961
383,4.051424930629784,0.0042202343027393585,0.025190644687362033,0.029230346103808626,0.5963782710981879,1.7132254113818985,0.022249680667297385,0.029884153415675362,379,2024-06-27 13:22:21,45.5,38.14707128100856,0.008966
384,3.587960407908617,0.0037374587582381428,0.023579027800463514,0.02716276586950014,0.5981712231072525,1.5322465626927326,0.020429954169236434,0.027745947131020774,380,2024-06-27 13:22:41,45.5,38.08014659455065,0.009491
385,3.6971168820502975,0.0038511634188023933,0.02421174792831826,0.028202620011223666,0.5982056588449488,1.5905525858437077,0.021207367811249437,0.02882513146196838,381,2024-06-27 13:23:01,45.5,38.68246877267183,0.009974
386,3.815489714307673,0.003974468452403826,0.02466541354205384,0.02777794588032732,0.6043412487110179,1.5478136683847028,0.021202926964174012,0.028365686349632283,382,2024-06-27 13:23:21,45.5,37.946297221634836,0.009254
387,3.562125769301943,0.0037105476763561905,0.023818446361431416,0.026816042034274457,0.5987329639540773,1.453756319113456,0.020191059987686888,0.02710131574035402,383,2024-06-27 13:23:41,45.5,38.68246877267183,0.009151
388,3.4899739826298872,0.003635389565239466,0.02295972960437598,0.026504983841161834,0.5998061973192327,1.4725720737820291,0.01989962261867607,0.02707467639670844,384,2024-06-27 13:24:01,45.6,37.927502075591846,0.009433
389,3.76165673728549,0.0039183924346723855,0.024407674757568498,0.02768674756432951,0.6182468853565202,1.5079137198519068,0.020656352326738448,0.027973023624498047,385,2024-06-27 13:24:21,45.7,37.56965188529351,0.009332
390,4.316566080886259,0.004496423000923187,0.027269023084920806,0.030555325471692832,0.6387032813508069,1.7644953607321292,0.023526604809761723,0.031196908147819245,386,2024-06-27 13:24:41,45.7,43.92135562129637,0.010214
391,4.239704018910334,0.004416358353031598,0.026629703870406217,0.029943394985582444,0.6401980460637005,1.6646487302166972,0.02280340726324243,0.03034550514791982,387,2024-06-27 13:25:01,45.7,43.38078509057272,0.010066
392,4.420273628416343,0.004604451696267024,0.027742284661417056,0.031155861166803914,0.6534148909068795,1.7542473951925042,0.024030786235513756,0.03184942106114358,388,2024-06-27 13:25:21,45.7,44.19164088665819,0.01048
393,4.737304219167749,0.004934691894966405,0.02849265316335743,0.032403869711916104,0.6324999121755547,1.8806491340215965,0.02507532178695462,0.03304659547888268,389,2024-06-27 13:25:41,45.7,44.12406957031773,0.010595
394,4.358161514855668,0.004539751577974654,0.02754882865765677,0.03093472755183036,0.6358549442128407,1.6977130162427807,0.0235793474478164,0.031205410802290234,390,2024-06-27 13:26:01,45.7,43.98892693763682,0.010433
395,4.697950098047443,0.00489369801879942,0.028911608084410227,0.03244282598842597,0.6433115158935652,1.84441167183509,0.025265913312809453,0.0330992865316671,391,2024-06-27 13:26:21,45.7,45.40792458078639,0.010843
396,4.318945555311378,0.004498901620116018,0.027589568451913564,0.031156995073180635,0.6422919354959638,1.7778896258630783,0.024025535484636193,0.031835962363097256,392,2024-06-27 13:26:41,45.7,44.326783519339095,0.010419
397,4.5021961768785825,0.004689787684248523,0.02776926576117661,0.031074632560128625,0.6173661818237999,1.747024767100367,0.02393184612466256,0.03141245501570361,393,2024-06-27 13:27:01,45.7,41.82664481474223,0.010173
398,4.623739110779271,0.004816394907061741,0.029104160443265196,0.032400694632824155,0.6591703395458701,1.8315878350968644,0.025090244316395404,0.032875438067906805,394,2024-06-27 13:27:21,45.6,48.888819164814315,0.011078
399,4.434358287539585,0.0046191232161870675,0.02808523088333895,0.03154773957082052,0.6504889145021285,1.7406697714640473,0.02417596904811177,0.031667730968178036,395,2024-06-27 13:27:41,45.5,44.504916494509985,0.010892
400,4.086628387124675,0.004256904569921536,0.02622578632864866,0.029369795932654694,0.6294863259173378,1.6514044745612373,0.022621979103578594,0.02999559202927848,396,2024-06-27 13:28:01,45.5,39.418640323708836,0.010101
401,3.6340908356040873,0.0037855112870875908,0.024160743776144914,0.02742257687569028,0.6088060716572141,1.4721359163062695,0.02044633217092041,0.027609390359922346,397,2024-06-27 13:28:21,45.4,39.49578011472732,0.009516
402,4.184015622693748,0.004358349606972654,0.02659042874621323,0.02977097836131494,0.6297785427810907,1.6415808987636917,0.022799734705051273,0.030153888987862136,398,2024-06-27 13:28:41,45.4,42.29312035894071,0.009949
403,3.9762457919857734,0.004141922699985181,0.025835218220203637,0.02930911845371701,0.6386800992508623,1.6468734885238265,0.022255047142213873,0.029974860750407558,399,2024-06-27 13:29:01,45.4,42.35972369808867,0.010055
404,4.371489786529401,0.00455363519430146,0.02750079510651343,0.03085513064525702,0.6268770729735376,1.766316028717391,0.023869135523207984,0.031518700768661256,400,2024-06-27 13:29:21,45.4,43.358773785307726,0.010377
405,4.365667066059527,0.004547569860478674,0.027625143318813668,0.03077808058591072,0.6394540588138335,1.7356605780130652,0.02377617230154884,0.031433118590091576,401,2024-06-27 13:29:41,45.4,43.958203837639175,0.010554
406,4.397919047586154,0.00458116567456891,0.02789853454480601,0.031087094215250213,0.6590343014427071,1.7426336795336304,0.023871694240186717,0.03175695589330941,402,2024-06-27 13:30:01,45.5,43.96951900284671,0.010599
407,4.254967115825429,0.0044322574123181555,0.02726896450260145,0.03045235276755727,0.6446779767523529,1.6879331568322122,0.02344351606711406,0.03101866860833658,403,2024-06-27 13:30:21,45.5,43.50104619764134,0.010642
408,4.11297535397577,0.004284349327058094,0.02650396860596644,0.029791078154073423,0.6473716279389257,1.6306703566560214,0.022648199398000297,0.030105120602193395,404,2024-06-27 13:30:41,45.5,41.22560685807242,0.010223
409,4.091826827659641,0.004262319612145459,0.026211531743639525,0.02935420847589233,0.6224996474585927,1.639612298149465,0.02246044244040363,0.029823920092479833,405,2024-06-27 13:31:01,45.5,41.158682171614494,0.010055
410,4.195872183815618,0.004370700191474603,0.02671866866186324,0.030124430036896244,0.6441211031140652,1.6509574988136748,0.02292996526130104,0.03029423804881753,406,2024-06-27 13:31:21,45.5,42.497175900772696,0.01029
411,4.1920341025499255,0.004366702190156172,0.026863494004978252,0.030087680557841737,0.6361437791722377,1.6704240002820567,0.022882520551808998,0.03039500635641808,407,2024-06-27 13:31:41,45.6,42.90380553941063,0.010174
412,4.276851586131419,0.004455053735553561,0.027112157063593476,0.030433143060514273,0.6260051072519,1.6715930256036473,0.023216569800050657,0.030571152338843385,408,2024-06-27 13:32:01,45.6,42.90380553941063,0.010328
413,4.225758482978845,0.004401831753102964,0.027036078760439525,0.030369506220980228,0.6540224073571217,1.6666723787527986,0.02314822748267776,0.030753679743896666,409,2024-06-27 13:32:21,45.7,43.51592772325363,0.010401
414,4.316593838144654,0.0044964519147340145,0.027503995651610127,0.030737779925251778,0.6424651443628235,1.7167402144436152,0.023516989238953633,0.031173595393995657,410,2024-06-27 13:32:41,45.7,43.31321377423227,0.010376
415,4.282437896988213,0.004460872809362722,0.027337961206032536,0.030514645345958758,0.6359194641401634,1.714238381639698,0.02348271755670819,0.03109981678958964,411,2024-06-27 13:33:01,45.7,43.38078509057272,0.010334
416,4.249520448117972,0.004426583800122887,0.027234969531921265,0.030378766520070634,0.6438065367734596,1.7087386923255308,0.023407379346925078,0.03099584381591685,412,2024-06-27 13:33:21,45.7,43.51592772325363,0.010448
417,4.323160052659349,0.004503291721520156,0.02750352613762052,0.030912520216294995,0.6549783379878243,1.6996033276887115,0.023605601773454325,0.031123701112969682,413,2024-06-27 13:33:41,45.8,43.793311786609074,0.010537
418,4.2980645744779,0.0044771505984144795,0.027341571596915734,0.03075787577978352,0.6478755005060678,1.6909852371887655,0.023485906072066187,0.030984784027064807,414,2024-06-27 13:34:01,45.8,43.589621964345774,0.010617
419,4.343312535715173,0.004524283891369971,0.027628528920817373,0.03082064253805346,0.6508135271567717,1.7344060741562641,0.023758987317209098,0.03137857750503053,415,2024-06-27 13:34:21,45.8,44.13279482371456,0.010549
420,4.432573152810464,0.004617263700844234,0.027966006995920906,0.031162012311020334,0.6580061631724476,1.7555339524604188,0.02404841030767697,0.0318265230639451,416,2024-06-27 13:34:41,45.9,44.34509405035267,0.010668
421,4.375536826962961,0.004557850861419751,0.027743601513513204,0.031143073940427778,0.6507208958072112,1.7196220251123733,0.023883639237671853,0.03138550757795353,417,2024-06-27 13:35:01,45.9,44.003977942273025,0.010636
422,4.310940083730598,0.004490562587219373,0.02755251989948726,0.030686490616405347,0.6309609652253746,1.7297538405581039,0.02369525808983704,0.03133432273487087,418,2024-06-27 13:35:21,46.0,43.59853979699522,0.010616
423,3.995704846829362,0.0041621925487805855,0.02632531265117607,0.029795548644044316,0.6528407510363858,1.6738968625712105,0.022620227872583925,0.030481274786356816,419,2024-06-27 13:35:41,46.0,44.558256081834735,0.010407
424,4.334400858474894,0.004515000894244682,0.027691624925589603,0.03104496594111091,0.6431002831644954,1.7618794048971935,0.023809181147259374,0.031735166680641295,420,2024-06-27 13:36:01,46.0,44.42115375542909,0.010324
425,4.451168370850773,0.004636633719636222,0.028037712684688847,0.03129943472715451,0.6389189557141209,1.7363274654233551,0.024115659241991043,0.03174210765888128,421,2024-06-27 13:36:21,46.0,43.94129561300932,0.010636
426,4.404846098060573,0.00458838135214643,0.027963540293168967,0.03158629086657912,0.653075013736653,1.7863379901903358,0.024139702570139674,0.032264632315644116,422,2024-06-27 13:36:41,46.0,44.42115375542909,0.010894
