offset_s,score,n_pairs,best_feature_HA,best_corr_HA,best_corr_Abs
32520,0.8157932918164159,326,F_area_total,0.8184616101554758,
32521,0.8235381333113141,324,F_area_total,0.8260582644653709,
32522,0.8211032048657857,325,F_mean,0.8238020157178417,
32523,0.8294070569078087,323,F_area_total,0.8319175808377517,
32524,0.827031300085993,324,F_area_total,0.8297400578777165,
32525,0.8353041303372961,322,F_area_total,0.8377710812670661,
32526,0.8328801114850279,323,F_area_total,0.8355400019272394,
32527,0.841666314917799,321,F_area_total,0.8441050803185006,
32528,0.8396034253759268,322,F_area_total,0.8422295301688972,
32529,0.8487382790360143,320,F_mean,0.8511449079564737,
32530,0.8465932071324058,321,F_area_total,0.8491747944404925,
32531,0.854656814647248,319,F_mean,0.856987386897488,
32532,0.852492561600845,320,F_mean,0.8549971286206186,
32533,0.8620712482325721,318,F_mean,0.8642612614672774,
32534,0.8602721070443533,319,F_area_total,0.8626554137531778,
32535,0.8715001155368183,317,F_area_total,0.8734562384992891,
32536,0.8694093596852843,318,F_mean,0.871564734867067,
32537,0.8837038995568532,316,F_mean,0.885353382624443,
32538,0.8820739900630795,317,F_area_total,0.8839920348534993,
32539,0.9016253927327615,315,F_main_roi_peak,0.9030286132553779,
32540,0.9005645478512913,316,F_area_total,0.9018318700933506,
32541,0.9233692032507526,314,F_main_roi_peak,0.9247097841283083,
32542,0.9227194171093622,315,F_main_roi_peak,0.9240144666270904,
32543,0.9224046292025871,314,F_main_roi_peak,0.9235099887488513,
32544,0.9517877153160426,314,F_p99,0.9533504256734352,
32545,0.9501520828071823,313,F_main_roi_peak,0.9518631491885778,
32546,0.9502249231341999,314,F_p99,0.9518712206616025,
32547,0.9487958617105912,313,F_main_roi_peak,0.9505138401261245,
32548,0.9487570192998414,314,F_p99,0.9504638875597895,
32549,0.9474027032338181,313,F_main_roi_peak,0.9491436458875321,
32550,0.9474186016826689,314,F_p99,0.9490940187467223,
32551,0.9458472280680523,313,F_main_roi_peak,0.9476499711915268,
32552,0.9458161099517102,314,F_p99,0.9475468147661158,
32553,0.9440196435565529,313,F_main_roi_peak,0.9458079962618895,
32554,0.943958476675282,314,F_p99,0.9457168981538474,
32555,0.94204588815342,313,F_p99,0.9439077068470689,
32556,0.9420543005302141,314,F_p99,0.9438639391900661,
32557,0.9402920860459205,313,F_main_roi_peak,0.9421816549213525,
32558,0.9404846405707565,314,F_p99,0.942279979859598,
32559,0.9390972714167893,313,F_p99,0.9409415869173514,
32560,0.9390087497326209,314,F_p99,0.9408643574206166,
32561,0.9371296164140062,313,F_main_roi_peak,0.9390866438629845,
32562,0.9372981910411629,314,F_p99,0.9391887124999718,
32563,0.9353367761454789,313,F_main_roi_peak,0.9372832924578497,
32564,0.9353795624615486,314,F_p99,0.9373150484538582,
32565,0.9333628718418089,313,F_main_roi_peak,0.9353338515242705,
32566,0.9334275131659111,314,F_p99,0.935343929120717,
32567,0.9312074355310195,313,F_p99,0.9331907619172379,
32568,0.9314285429930677,314,F_p99,0.9333828160579484,
32569,0.9294613240656655,313,F_p99,0.9314493391986362,
32570,0.9295960234715552,314,F_p99,0.931546328525694,
32571,0.9274258747718905,313,F_p99,0.9294386272508067,
32572,0.9277164651953462,314,F_p99,0.929693661233442,
32573,0.9255906066243618,313,F_p99,0.927596493910259,
32574,0.9257918738114322,314,F_p99,0.9277618731382691,
32575,0.9237893644100211,313,F_p99,0.9258485071534046,
32576,0.9241295549178841,314,F_p99,0.9261373685585127,
32577,0.92190806863528,313,F_p99,0.9239612123042932,
32578,0.9222369028900008,314,F_p99,0.9242831718352165,
32579,0.919978378348132,313,F_main_roi_peak,0.922039947327799,
32580,0.9202311781547844,314,F_p99,0.9222598374306931,
32581,0.9178692466131134,313,F_p99,0.9199781939697206,
32582,0.9181731729982483,314,F_p99,0.9202671246782105,
32583,0.9158693691107863,313,F_p99,0.9179822406893846,
32584,0.9162749078373615,314,F_p99,0.9183227009832039,
32585,0.9136761806739662,313,F_main_roi_peak,0.9158287126409007,
32586,0.9139703263730052,314,F_p99,0.9161664552385914,
32587,0.9117275217212398,313,F_p99,0.9139284213061435,
32588,0.9121804480938973,314,F_p99,0.9143383992569599,
32589,0.9097346936830975,313,F_main_roi_peak,0.9118974501238493,
32590,0.9101064196328827,314,F_p99,0.9122241194142454,
32591,0.907729299616884,313,F_p99,0.9098965864349469,
32592,0.9078863852505897,314,F_p99,0.9100425271017119,
32593,0.9056252017827494,313,F_p99,0.9078168439312839,
32594,0.9063845645396755,314,F_p99,0.9085459217871101,
32595,0.9038201279186239,313,F_p99,0.906001983281348,
32596,0.9042990744834154,314,F_p99,0.9064515497565336,
32597,0.9015317740048279,313,F_main_roi_peak,0.903722920701905,
32598,0.9020288208457818,314,F_p99,0.9041866126866815,
32599,0.8989361245246771,313,F_main_roi_peak,0.9011672743993298,
32600,0.8996732018953908,314,F_p99,0.9018855855845671,
32601,0.8971222678190778,313,F_main_roi_peak,0.8993834402174424,
32602,0.8974610308138433,314,F_p99,0.8996943415349158,
32603,0.89486515452319,313,F_main_roi_peak,0.8971153124665916,
32604,0.8954534454696436,314,F_p99,0.897647678379141,
32605,0.8924148180057854,313,F_main_roi_peak,0.8946641224754796,
32606,0.8928971941095012,314,F_p99,0.8951036808509835,
32607,0.8896868152890093,313,F_main_roi_peak,0.8919957499112142,
32608,0.8901474549295267,314,F_p99,0.8924240597330133,
32609,0.8870807587321359,313,F_main_roi_peak,0.8893902468082691,
32610,0.8877777440325358,314,F_p99,0.8900136306013959,
32611,0.884295824407593,313,F_main_roi_peak,0.8866178390339913,
32612,0.8851027904075974,314,F_p99,0.8873276424218458,
32613,0.8823776503505485,313,F_main_roi_peak,0.8846803278905783,
32614,0.8829868569633768,314,F_p99,0.8852107764551486,
32615,0.8793882736327421,313,F_main_roi_peak,0.8817290498697321,
32616,0.8797897451705,314,F_p99,0.8820850478051152,
32617,0.8767891734048268,313,F_main_roi_peak,0.879177795468939,
32618,0.8773055065685774,314,F_p99,0.8795453570730448,
32619,0.8737979012780206,313,F_main_roi_peak,0.8761886161602059,
32620,0.8741551346609007,314,F_p99,0.8764379980710174,
32621,0.8704661782423009,313,F_main_roi_peak,0.8728497184225141,
32622,0.8711444822146832,314,F_p99,0.8734214937200397,
32623,0.8676110079980195,313,F_main_roi_peak,0.8700000529196992,
32624,0.8684674378704222,314,F_p99,0.8706983489008513,
32625,0.8647616714853379,313,F_main_roi_peak,0.8671250329280298,
32626,0.8651822356361077,314,F_p99,0.8673932921722116,
32627,0.8614571448760875,313,F_main_roi_peak,0.8638526647922771,
32628,0.8619477505179685,314,F_main_roi_peak,0.864209175728265,
32629,0.8579490610967712,313,F_main_roi_peak,0.8603602055218618,
32630,0.8583887611888168,314,F_main_roi_peak,0.8606231819289157,
32631,0.853928591101226,313,F_main_roi_peak,0.8563343306605071,
32632,0.8544189647146861,314,F_main_roi_peak,0.8566509311619318,
32633,0.8505733465516329,313,F_main_roi_peak,0.8530081749945508,
32634,0.8509849601430532,314,F_main_roi_peak,0.8532943546137216,
32635,0.8463097013654932,313,F_main_roi_peak,0.8487605213385869,
32636,0.8466872849814662,314,F_main_roi_peak,0.8489876461270698,
32637,0.8417149875188917,313,F_main_roi_peak,0.8441901157789002,
32638,0.8422470417832831,314,F_main_roi_peak,0.844496868441941,
32639,0.8369174915010064,313,F_main_roi_peak,0.8394052926082018,
32640,0.8371445144907945,314,F_main_roi_peak,0.8394947134763078,
32641,0.83115209053399,313,F_main_roi_peak,0.8336980457251529,
32642,0.8318734341837614,314,F_main_roi_peak,0.8342117229549278,
32643,0.8261169927879863,313,F_main_roi_peak,0.8286853681795175,
32644,0.8265189620813236,314,F_main_roi_peak,0.8289139397920262,
32645,0.8202547353880689,313,F_main_roi_peak,0.8228459357446546,
32646,0.8208509974287205,314,F_main_roi_peak,0.823287377347242,
32647,0.8144252984015367,313,F_main_roi_peak,0.8170935358345889,
32648,0.8149579395612966,314,F_main_roi_peak,0.8174055934472645,
32649,0.8077887907817956,313,F_main_roi_peak,0.8104692739466693,
32650,0.8083051566951724,314,F_main_roi_peak,0.8108221459185544,
32651,0.8014903465962806,313,F_main_roi_peak,0.8042732928880189,
32652,0.8019138796499976,314,F_main_roi_peak,0.8044934250519646,
32653,0.7940568756146167,313,F_main_roi_peak,0.7968693111942542,
32654,0.7944937652130024,314,F_main_roi_peak,0.7971601867502717,
32655,0.787265356378064,313,F_main_roi_peak,0.7901647231408468,
32656,0.7880713381328579,314,F_main_roi_peak,0.7907185188354222,
32657,0.7795311197207495,313,F_main_roi_peak,0.7824557888046924,
32658,0.7797193247735263,314,F_main_roi_peak,0.7824444471773213,
32659,0.7723650649499836,313,F_main_roi_peak,0.7753351378203006,
32660,0.772627532734965,314,F_main_roi_peak,0.7754131053284415,
32661,0.765781723004002,313,F_main_roi_peak,0.7688086462627901,
32662,0.7664581029461741,314,F_main_roi_peak,0.7692982722206536,
32663,0.7591871110257465,313,F_main_roi_peak,0.7622568535831015,
32664,0.7595820430007995,314,F_main_roi_peak,0.7624022045450748,
32665,0.7527725696970806,313,F_main_roi_peak,0.7558640302173071,
32666,0.7534597581697724,314,F_main_roi_peak,0.756335550043909,
32667,0.7473995223887206,313,F_main_roi_peak,0.7505047227632008,
32668,0.7478594676898511,314,F_main_roi_peak,0.7507064380598452,
32669,0.7423824066877532,313,F_main_roi_peak,0.7454032873117715,
32670,0.7424007880493995,314,F_main_roi_peak,0.7451937301024465,
32671,0.7376368194036869,313,F_main_roi_peak,0.7406711242421901,
32672,0.7380459050377994,314,F_main_roi_peak,0.7408516463646,
32673,0.7332103532268928,313,F_main_roi_peak,0.736237935519802,
32674,0.7331135258929242,314,F_main_roi_peak,0.7359523004090156,
32675,0.7291717215071034,313,F_main_roi_peak,0.7322107067920564,
32676,0.7293772586295677,314,F_main_roi_peak,0.7321948083524628,
32677,0.7261923489409623,313,F_main_roi_peak,0.7291922591178158,
32678,0.7261724586311764,314,F_main_roi_peak,0.7288962524919793,
32679,0.7229435657360875,313,F_main_roi_peak,0.7258463793085551,
32680,0.7229483359004338,314,F_main_roi_peak,0.7256646869967525,
32681,0.7194599107587849,313,F_main_roi_peak,0.7223668364316153,
32682,0.7191936696116148,314,F_main_roi_peak,0.7218398139598139,
32683,0.7162420233862002,313,F_main_roi_peak,0.7190924114957385,
32684,0.716067318255735,314,F_main_roi_peak,0.7187154780366267,
32685,0.7134938014219689,313,F_main_roi_peak,0.7162926342137456,
32686,0.7135427205137121,314,F_main_roi_peak,0.716056444945154,
32687,0.7120033238450185,313,F_main_roi_peak,0.7146667029685453,
32688,0.7123865572289555,314,F_main_roi_peak,0.7148561308147007,
32689,0.7114665916831512,313,F_main_roi_peak,0.7140758184221028,
32690,0.7115075916787117,314,F_main_roi_peak,0.7138733558592685,
32691,0.711137781518207,313,F_main_roi_peak,0.7136502442461184,
32692,0.7114272677492174,314,F_main_roi_peak,0.7137192384555902,
32693,0.7129873979916009,313,F_main_roi_peak,0.7153529682020023,
32694,0.712962880289282,314,F_main_roi_peak,0.7151022667523117,
32695,0.7147152350698134,313,F_main_roi_peak,0.7170407684273947,
32696,0.715204635810514,314,F_main_roi_peak,0.7173731009577206,
32697,0.7172577850705661,313,F_main_roi_peak,0.7195442526156005,
32698,0.7176139661572996,314,F_main_roi_peak,0.7197015849904334,
32699,0.7187855991613137,313,F_main_roi_peak,0.7209927243140104,
32700,0.7190567804819005,314,F_main_roi_peak,0.7210534728299206,
32701,0.7194006542086544,313,F_main_roi_peak,0.7215679088348017,
32702,0.719600602142757,314,F_main_roi_peak,0.7215620305735334,
32703,0.7204656499663833,313,F_main_roi_peak,0.7226141548444893,
32704,0.7209389936436217,314,F_main_roi_peak,0.7228401825336764,
32705,0.7220322801849328,313,F_main_roi_peak,0.7240693555587716,
32706,0.7230208596880672,314,F_main_roi_peak,0.7249090156350609,
32707,0.7242088837451119,312,F_main_roi_peak,0.7262424217936787,
32708,0.7247027223796834,313,F_main_roi_peak,0.726461756868551,
32709,0.7257740063785689,311,F_main_roi_peak,0.7277387004357666,
32710,0.7269822457840538,312,F_main_roi_peak,0.7287572619091096,
32711,0.7280702105202166,310,F_main_roi_peak,0.7300303054342311,
32712,0.7282126884805582,311,F_main_roi_peak,0.7299893846175214,
32713,0.7292094811809793,309,F_main_roi_peak,0.7311847663582913,
32714,0.7304288381226299,310,F_main_roi_peak,0.7321969705542737,
32715,0.7311603074235355,308,F_main_roi_peak,0.7330643783599734,
32716,0.7314965246272983,309,F_main_roi_peak,0.7332146312270473,
32717,0.7322742400499764,307,F_main_roi_peak,0.734210569595301,
32718,0.732419330346271,308,F_main_roi_peak,0.7341562200001855,
32719,0.732815916322577,306,F_main_roi_peak,0.7347804004062911,
32720,0.732695438203764,307,F_main_roi_peak,0.7345019427813442,
32721,0.7332703988329312,305,F_main_roi_peak,0.7353508162787686,
32722,0.7335017785530566,306,F_main_roi_peak,0.735421593793839,
32723,0.733937136941101,304,F_main_roi_peak,0.7361002394906772,
32724,0.7340980407667759,305,F_main_roi_peak,0.7360635485080159,
32725,0.7344114171627912,303,F_main_roi_peak,0.7366387853734737,
32726,0.7338404646722199,304,F_main_roi_peak,0.7358778336575135,
32727,0.7343404663351311,302,F_main_roi_peak,0.7365867796426738,
