btn_idx,btn_dt,HA_ref,T,RH_ref,dew_ref,HA_pred,HA_pred_std,pred_points,pred_dt_first,pred_dt_last,time_err_center_s,residual
34,2026-05-26 15:57:23,12.556700314768259,29.9,41.6,15.47,10.95814,0.0,1,2026-05-26 15:57:24.000,2026-05-26 15:57:24.000,-1.0,1.5985603147682586
35,2026-05-26 15:57:25,12.405778435984987,29.9,41.1,15.28,10.91918875,0.2705918354960046,32,2026-05-26 15:57:24.060,2026-05-26 15:57:26.000,-0.03,1.4865896859849865
36,2026-05-26 15:57:27,12.466147187498294,29.9,41.3,15.36,10.912128125,0.27430129614593296,32,2026-05-26 15:57:26.060,2026-05-26 15:57:27.980,-0.02,1.554019062498293
37,2026-05-26 15:57:29,12.617069066281568,29.9,41.8,15.54,10.878832121212122,0.3423747663540421,33,2026-05-26 15:57:28.040,2026-05-26 15:57:30.000,-0.02,1.7382369450694455
38,2026-05-26 15:57:31,12.375594060228332,29.9,41.0,15.24,10.922138064516128,0.2730323852026757,31,2026-05-26 15:57:30.060,2026-05-26 15:57:31.970,-0.015,1.4534559957122042
39,2026-05-26 15:57:33,12.677437817794875,29.9,42.0,15.62,10.887621612903226,0.28156027373781223,31,2026-05-26 15:57:32.040,2026-05-26 15:57:33.970,-0.005,1.7898162048916486
40,2026-05-26 15:57:35,12.405778435984987,29.9,41.1,15.28,10.948806451612903,0.3291030026354301,31,2026-05-26 15:57:34.020,2026-05-26 15:57:35.980,0.0,1.4569719843720836
41,2026-05-26 15:57:37,12.526515939011604,29.9,41.5,15.43,10.9277671875,0.3557312955047844,32,2026-05-26 15:57:36.040,2026-05-26 15:57:37.980,-0.01,1.5987487515116037
42,2026-05-26 15:57:39,12.458702376440106,29.8,41.5,15.34,10.807368857142857,0.2689524847032786,35,2026-05-26 15:57:38.040,2026-05-26 15:57:39.970,-0.005,1.6513335192972498
43,2026-05-26 15:57:41,12.39866043727654,29.8,41.3,15.27,10.828514146341464,0.24105200033369967,41,2026-05-26 15:57:40.010,2026-05-26 15:57:41.990,0.0,1.5701462909350763
44,2026-05-26 15:57:43,12.548765285185457,29.8,41.8,15.45,10.795001282051281,0.20137632503637337,39,2026-05-26 15:57:42.030,2026-05-26 15:57:43.990,-0.01,1.753764003134176
45,2026-05-26 15:57:45,12.488723346021894,29.8,41.6,15.38,10.88542947368421,0.22874765850164638,38,2026-05-26 15:57:44.030,2026-05-26 15:57:45.990,-0.01,1.6032938723376837
46,2026-05-26 15:57:47,12.338618498112975,29.8,41.1,15.19,10.761725250000001,0.23243036535357728,40,2026-05-26 15:57:46.030,2026-05-26 15:57:47.970,0.0,1.5768932481129738
47,2026-05-26 15:57:49,12.548765285185457,29.8,41.8,15.45,10.821758292682928,0.22382359429808177,41,2026-05-26 15:57:48.030,2026-05-26 15:57:49.990,-0.01,1.7270069925025293
48,2026-05-26 15:57:51,12.458702376440106,29.8,41.5,15.34,10.817057250000001,0.1914713310131204,40,2026-05-26 15:57:50.030,2026-05-26 15:57:51.990,-0.01,1.641645126440105
49,2026-05-26 15:57:53,12.608807224349023,29.8,42.0,15.53,10.780076666666666,0.22728941934176236,42,2026-05-26 15:57:52.030,2026-05-26 15:57:53.990,-0.01,1.8287305576823574
50,2026-05-26 15:57:55,12.488723346021894,29.8,41.6,15.38,10.825595135135135,0.22638671633121776,37,2026-05-26 15:57:54.030,2026-05-26 15:57:55.970,0.0,1.663128210886759
51,2026-05-26 15:57:57,12.30859752853119,29.8,41.0,15.15,10.785626666666667,0.2295438804818519,42,2026-05-26 15:57:56.010,2026-05-26 15:57:57.990,0.0,1.522970861864522
52,2026-05-26 15:57:59,12.608807224349023,29.8,42.0,15.53,10.804638048780488,0.2637387608431825,41,2026-05-26 15:57:58.030,2026-05-26 15:57:59.990,-0.01,1.8041691755685356
53,2026-05-26 15:58:01,12.338618498112975,29.8,41.1,15.19,10.781541818181818,0.2318309019499837,44,2026-05-26 15:58:00.030,2026-05-26 15:58:01.990,-0.01,1.557076679931157
54,2026-05-26 15:58:03,12.188513650204056,29.8,40.6,15.0,10.808439347826088,0.15813427704049743,46,2026-05-26 15:58:02.030,2026-05-26 15:58:03.990,-0.01,1.3800743023779685
55,2026-05-26 15:58:05,12.248555589367623,29.8,40.8,15.08,10.83319846153846,0.2049562507429901,39,2026-05-26 15:58:04.030,2026-05-26 15:58:05.990,-0.01,1.4153571278291626
56,2026-05-26 15:58:07,12.488723346021894,29.8,41.6,15.38,10.76027075,0.22368747961233879,40,2026-05-26 15:58:06.030,2026-05-26 15:58:07.970,0.0,1.728452596021894
57,2026-05-26 15:58:09,12.338618498112975,29.8,41.1,15.19,10.769413333333333,0.22828088966438878,39,2026-05-26 15:58:08.010,2026-05-26 15:58:09.990,0.0,1.5692051647796426
58,2026-05-26 15:58:11,12.488723346021894,29.8,41.6,15.38,10.83602641025641,0.2516772448205415,39,2026-05-26 15:58:10.050,2026-05-26 15:58:11.950,0.0,1.6526969357654835
59,2026-05-26 15:58:13,12.548765285185457,29.8,41.8,15.45,10.745129047619047,0.22372306133852324,42,2026-05-26 15:58:12.010,2026-05-26 15:58:13.970,0.01,1.8036362375664101
60,2026-05-26 15:58:15,12.30859752853119,29.8,41.0,15.15,10.734637142857142,0.26476817241380224,42,2026-05-26 15:58:14.030,2026-05-26 15:58:15.970,0.0,1.573960385674047
61,2026-05-26 15:58:17,12.488723346021894,29.8,41.6,15.38,10.757205581395349,0.23795433039518463,43,2026-05-26 15:58:16.010,2026-05-26 15:58:17.970,0.01,1.7315177646265454
62,2026-05-26 15:58:19,12.488723346021894,29.8,41.6,15.38,10.794302093023255,0.21077031835127036,43,2026-05-26 15:58:18.030,2026-05-26 15:58:19.990,-0.01,1.694421252998639
63,2026-05-26 15:58:21,12.30859752853119,29.8,41.0,15.15,10.751902093023256,0.23752358259417572,43,2026-05-26 15:58:20.030,2026-05-26 15:58:21.970,0.0,1.5566954355079332
64,2026-05-26 15:58:23,12.188513650204056,29.8,40.6,15.0,10.791603953488373,0.21677920682156807,43,2026-05-26 15:58:22.010,2026-05-26 15:58:23.990,0.0,1.3969096967156833
65,2026-05-26 15:58:25,12.39866043727654,29.8,41.3,15.27,10.75555325,0.24024738073640894,40,2026-05-26 15:58:24.030,2026-05-26 15:58:25.970,0.0,1.6431071872765397
66,2026-05-26 15:58:27,12.458702376440106,29.8,41.5,15.34,10.84958,0.21140680626066313,37,2026-05-26 15:58:26.010,2026-05-26 15:58:27.950,0.02,1.6091223764401068
67,2026-05-26 15:58:29,12.30859752853119,29.8,41.0,15.15,10.760794871794872,0.23870431693968397,39,2026-05-26 15:58:28.020,2026-05-26 15:58:29.990,-0.005,1.5478026567363177
68,2026-05-26 15:58:31,12.248555589367623,29.8,40.8,15.08,10.854432820512821,0.19977917581470728,39,2026-05-26 15:58:30.050,2026-05-26 15:58:31.990,-0.02,1.3941227688548015
69,2026-05-26 15:58:33,12.39866043727654,29.8,41.3,15.27,10.75372375,0.232600850602403,40,2026-05-26 15:58:32.030,2026-05-26 15:58:33.990,-0.01,1.6449366872765392
70,2026-05-26 15:58:35,12.458702376440106,29.8,41.5,15.34,10.80979511627907,0.23387698914042634,43,2026-05-26 15:58:34.050,2026-05-26 15:58:35.970,-0.01,1.648907260161037
71,2026-05-26 15:58:37,12.338618498112975,29.8,41.1,15.19,10.764339545454545,0.1935477080295953,44,2026-05-26 15:58:36.010,2026-05-26 15:58:37.990,0.0,1.57427895265843
