n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
228,1.1712686693034797,1.0554246142910813,7.166979399654901,0.8124299757358728,0.9707308490112031,-0.9663618685872575,0.9663618685872575,0.6632832097097376,2.0,1.0,38.6578947368421
