n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
283,0.9117104389572538,0.781127222992509,5.784454083892989,0.6800175920436855,0.9091587563173702,-0.6061220333295219,0.6061220333295219,0.6822586016759719,2.0,1.0,34.091872791519435
