btn_idx,btn_dt,HA_ref,T,RH_ref,dew_ref,HA_pred,HA_pred_std,pred_points,pred_dt_first,pred_dt_last,time_err_center_s,residual
30,2026-05-26 13:41:15,11.229193138699403,28.8,39.5,13.69,9.978246470588235,0.2641637624642425,17,2026-05-26 13:41:15.000,2026-05-26 13:41:15.970,-0.485,1.2509466681111672
31,2026-05-26 13:41:17,11.456619835179389,28.8,40.3,13.99,10.039715,0.2046518119543703,30,2026-05-26 13:41:16.030,2026-05-26 13:41:17.990,-0.01,1.4169048351793894
32,2026-05-26 13:41:19,10.944909768099418,28.8,38.5,13.29,10.228544516129032,0.25355815002794063,31,2026-05-26 13:41:18.050,2026-05-26 13:41:19.970,-0.01,0.7163652519703856
33,2026-05-26 13:41:21,10.973338105159415,28.8,38.6,13.33,10.091993636363638,0.2572474621815804,33,2026-05-26 13:41:20.030,2026-05-26 13:41:21.970,0.0,0.8813444687957777
34,2026-05-26 13:41:23,10.973338105159415,28.8,38.6,13.33,10.1697503125,0.2333674712590308,32,2026-05-26 13:41:22.030,2026-05-26 13:41:23.990,-0.01,0.8035877926594157
35,2026-05-26 13:41:25,10.603769723379434,28.8,37.3,12.81,10.186081724137932,0.24616847182757018,29,2026-05-26 13:41:24.050,2026-05-26 13:41:25.950,0.0,0.4176879992415028
36,2026-05-26 13:41:27,10.74379817128863,28.7,38.0,13.0,10.160708709677419,0.26598924599492035,31,2026-05-26 13:41:26.010,2026-05-26 13:41:27.980,0.005,0.5830894616112108
37,2026-05-26 13:41:29,10.772071324370968,28.7,38.1,13.04,10.129675806451612,0.27710963019202584,31,2026-05-26 13:41:28.050,2026-05-26 13:41:29.970,-0.01,0.6423955179193559
38,2026-05-26 13:41:31,11.026529702112013,28.7,39.0,13.4,10.084440967741935,0.24007680992208577,31,2026-05-26 13:41:30.030,2026-05-26 13:41:31.950,0.01,0.9420887343700777
39,2026-05-26 13:41:33,10.628868346306625,28.6,37.8,12.83,10.160966060606059,0.25279288204401895,33,2026-05-26 13:41:32.010,2026-05-26 13:41:33.950,0.02,0.4679022857005659
40,2026-05-26 13:41:35,10.57263094764892,28.6,37.6,12.75,10.146147575757576,0.22712276666527603,33,2026-05-26 13:41:34.010,2026-05-26 13:41:35.970,0.01,0.42648337189134367
41,2026-05-26 13:41:37,10.91005533959516,28.6,38.8,13.23,10.09514,0.27984331839730053,32,2026-05-26 13:41:36.030,2026-05-26 13:41:37.970,0.0,0.81491533959516
42,2026-05-26 13:41:39,10.544512248320066,28.6,37.5,12.71,10.078153870967743,0.2778819387039206,31,2026-05-26 13:41:38.030,2026-05-26 13:41:39.990,-0.01,0.4663583773523232
43,2026-05-26 13:41:41,10.769461842950893,28.6,38.3,13.03,10.181090303030302,0.2803063598378217,33,2026-05-26 13:41:40.040,2026-05-26 13:41:41.970,-0.005,0.5883715399205904
44,2026-05-26 13:41:43,10.57263094764892,28.6,37.6,12.75,10.146803548387096,0.22002444824077155,31,2026-05-26 13:41:42.030,2026-05-26 13:41:43.950,0.01,0.42582739926182356
45,2026-05-26 13:41:45,10.347681353018093,28.6,36.8,12.42,10.132564705882354,0.2700840275110277,34,2026-05-26 13:41:44.010,2026-05-26 13:41:45.990,0.0,0.21511664713573886
46,2026-05-26 13:41:47,10.430934914622101,28.5,37.3,12.54,10.032947272727274,0.2586467593585982,33,2026-05-26 13:41:46.050,2026-05-26 13:41:47.970,-0.01,0.3979876418948276
47,2026-05-26 13:41:49,10.626689725352275,28.5,38.0,12.83,10.127294838709679,0.27765162490515527,31,2026-05-26 13:41:48.020,2026-05-26 13:41:49.940,0.02,0.49939488664259635
48,2026-05-26 13:41:51,10.514829833506463,28.5,37.6,12.66,10.15076,0.26046163473484896,33,2026-05-26 13:41:50.010,2026-05-26 13:41:51.940,0.025,0.3640698335064627
49,2026-05-26 13:41:53,10.514829833506463,28.5,37.6,12.66,10.122542941176471,0.2753585509237818,34,2026-05-26 13:41:52.010,2026-05-26 13:41:54.000,-0.005,0.3922868923299916
50,2026-05-26 13:41:55,10.373865239116668,28.4,37.3,12.45,10.137278787878786,0.22789424831977448,33,2026-05-26 13:41:54.070,2026-05-26 13:41:55.990,-0.03,0.2365864512378817
