n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
759,1.7941981928184183,1.6020402576570323,9.494602263309062,0.5601059272673266,0.959897375355829,-1.5810370820743695,1.5810370820743695,0.848774450389017,1.0,0.5,15.515151515151516
