t,I,I0,A
702,9145.69,9145.69,-0.0
703,9133.39,9133.39,-0.0
704,9120.83,9120.83,-0.0
705,9108.42,9108.42,-0.0
706,9096.22,9096.22,-0.0
707,9083.93,9083.93,-0.0
708,9071.13,9072.118141471376,0.00010892663371502241
709,9058.56,9060.485668139303,0.0002125573478674088
710,9045.91,9048.85319480723,0.0003253090191344553
711,9033.29,9037.220721475156,0.0004350426612435077
712,9020.61,9025.588248143084,0.0005517226621264414
713,9007.69,9013.955774811011,0.0006953610277082104
714,8994.6,9002.323301478938,0.0008582913672168448
715,8981.83,8990.690828146864,0.00098604185239502
716,8968.91,8979.058354814792,0.0011308640282497971
717,8955.8,8967.425881482719,0.001297298063429907
718,8942.58,8955.793408150645,0.001476492891258825
719,8929.93,8944.160934818572,0.0015923537457040416
720,8916.81,8932.5284614865,0.0017612378838110703
721,8903.51,8920.895988154427,0.0019508076375426339
722,8890.09,8909.263514822353,0.002154406588136952
723,8876.45,8897.63104149028,0.0023833638956945913
724,8863.13,8885.998568158207,0.002576868010708715
725,8849.86,8874.366094826135,0.0027652671897688543
726,8836.31,8862.73362149406,0.0029858834963963064
727,8822.75,8851.101148161988,0.003208261995914811
728,8809.3,8839.468674829915,0.0034187885591718172
729,8795.59,8827.836201497843,0.003659474283291039
730,8782.22,8816.203728165769,0.0038621379883533374
731,8768.59,8804.571254833696,0.0040950292999086734
732,8755.24,8792.938781501623,0.004296609917985345
733,8741.87,8781.30630816955,0.004501053240110035
734,8728.32,8769.673834837477,0.004726703211897269
735,8714.61,8758.041361505404,0.004971363538974883
736,8701.05,8746.408888173331,0.005199495313657213
737,8687.53,8734.776414841259,0.005423682666834511
738,8674.11,8723.143941509185,0.005636989781770578
739,8660.48,8711.511468177112,0.005875160031067863
740,8646.72,8699.87899484504,0.0061290586439602685
741,8633.68,8688.246521512967,0.006300304061591525
742,8620.42,8676.614048180892,0.0064975585670355865
743,8607.01,8664.98157484882,0.006712809265733207
744,8594.22,8653.349101516747,0.006856541094854279
745,8580.94,8641.716628184673,0.007057782290132798
746,8568.09,8630.0841548526,0.007209419187187845
747,8555.24,8618.451681520528,0.0073614885085747294
748,8542.65,8606.819208188455,0.007483556124659335
749,8530.09,8595.186734856381,0.007602452141178195
750,8517.5,8583.554261524308,0.007725206764118757
751,8505.49,8571.921788192236,0.0077801161100989015
752,8493.5,8560.289314860163,0.007832822970239179
753,8481.85,8548.656841528089,0.007845589662252484
754,8470.28,8537.024368196016,0.007848946476752949
755,8458.61,8525.391894863944,0.007864134666497768
756,8447.21,8513.759421531871,0.007847400864471221
757,8436.08,8502.126948199797,0.007798615655201154
758,8425.4,8490.494474867724,0.007696287804944334
759,8414.68,8478.862001535652,0.00759844327877995
760,8404.03,8467.22952820358,0.007492010150704289
761,8393.49,8455.597054871505,0.007372190072729919
762,8383.79,8443.964581539432,0.00715185591006671
763,8373.42,8432.33210820736,0.007010974473560372
764,8363.12,8420.699634875287,0.006861353615931418
765,8353.29,8409.067161543213,0.0066550744468454265
766,8343.8,8397.43468821114,0.006407516854434599
767,8333.79,8385.802214879068,0.006221728615486856
768,8324.21,8374.169741546993,0.005983800990418246
769,8314.4,8362.537268214921,0.005772930740074873
770,8304.73,8350.904794882848,0.005544659660034783
771,8295.86,8339.272321550776,0.005219365769263634
772,8286.44,8327.639848218701,0.004959640623856308
773,8276.85,8316.007374886629,0.004719795595488252
774,8267.05,8304.374901554556,0.004504738113318519
775,8257.51,8292.742428222484,0.004257636745804284
776,8248.1,8281.10995489041,0.003994141143456764
777,8238.24,8269.477481558337,0.00378459576597344
778,8228.84,8257.845008226264,0.0035186016032492575
779,8218.94,8246.212534894192,0.0033127612729979064
780,8209.34,8234.580061562117,0.003069837519189764
781,8199.6,8222.947588230045,0.002843359574322918
782,8189.77,8211.315114897972,0.0026272807122397373
783,8180.24,8199.6826415659,0.0023739612356437514
784,8170.3,8188.050168233825,0.0021701669199720663
785,8160.57,8176.417694901753,0.0019401006071124063
786,8150.22,8164.78522156968,0.0017855005550267663
787,8140.03,8153.152748237608,0.0016108272125731626
788,8129.89,8141.520274905533,0.001429535201884375
789,8119.26,8129.887801573461,0.001308105904225194
790,8108.96,8118.255328241388,0.0011456468740995835
791,8098.49,8106.622854909316,0.0010037394574105645
792,8088.04,8094.990381577241,0.0008589716314819826
793,8077.55,8083.357908245169,0.0007187601746364085
794,8066.48,8071.725434913096,0.0006500642365684844
795,8055.97,8060.092961581022,0.0005116586700856025
796,8045.29,8048.460488248949,0.00039400241631419586
797,8034.92,8036.828014916877,0.00023743713802256428
798,8024.21,8025.195541584804,0.0001228134691331048
799,8013.11,8013.56306825273,5.653927685698114e-05
800,8001.69,8001.930594920657,3.0067561180793826e-05
801,7990.66,7990.66,-0.0
802,7979.55,7979.55,-0.0
803,7968.37,7968.37,-0.0
804,7957.0,7957.0,-0.0
805,7945.74,7945.74,-0.0
806,7934.62,7934.62,-0.0
807,7923.42,7923.42,-0.0
808,7912.13,7912.13,-0.0
809,7900.84,7900.84,-0.0
810,7889.76,7889.76,-0.0
811,7878.61,7878.61,-0.0
812,7867.41,7867.41,-0.0
813,7855.99,7855.99,-0.0
814,7844.64,7844.64,-0.0
815,7833.25,7833.25,-0.0
816,7822.14,7822.14,-0.0
817,7810.75,7810.75,-0.0
818,7799.23,7799.23,-0.0
819,7787.94,7787.94,-0.0
820,7776.43,7776.43,-0.0
821,7765.14,7765.14,-0.0
822,7753.75,7753.75,-0.0
823,7742.74,7742.74,-0.0
824,7731.32,7731.32,-0.0
825,7719.78,7719.78,-0.0
826,7708.46,7708.46,-0.0
827,7696.82,7696.82,-0.0
828,7685.47,7685.47,-0.0
829,7673.92,7673.92,-0.0
830,7662.67,7662.67,-0.0
831,7650.96,7650.96,-0.0
832,7639.64,7639.64,-0.0
833,7628.25,7628.25,-0.0
834,7616.73,7616.73,-0.0
835,7605.16,7605.16,-0.0
836,7594.23,7594.23,-0.0
837,7582.58,7582.58,-0.0
838,7571.21,7571.21,-0.0
839,7559.48,7559.48,-0.0
840,7548.08,7548.08,-0.0
841,7536.61,7536.61,-0.0
842,7525.24,7525.24,-0.0
843,7513.53,7513.53,-0.0
844,7502.19,7502.19,-0.0
845,7490.6,7490.6,-0.0
846,7479.19,7479.19,-0.0
847,7467.66,7467.66,-0.0
848,7456.05,7456.05,-0.0
849,7444.92,7444.92,-0.0
850,7433.49,7433.49,-0.0
851,7421.73,7421.73,-0.0
852,7409.96,7409.96,-0.0
853,7398.29,7398.29,-0.0
854,7386.66,7386.66,-0.0
855,7375.0,7375.0,-0.0
856,7363.27,7363.27,-0.0
857,7351.81,7351.81,-0.0
858,7340.4,7340.4,-0.0
859,7328.54,7328.54,-0.0
860,7316.84,7316.84,-0.0
861,7305.34,7305.34,-0.0
862,7293.87,7293.87,-0.0
863,7282.12,7282.12,-0.0
864,7270.26,7270.26,-0.0
865,7258.71,7258.71,-0.0
866,7246.97,7246.97,-0.0
867,7235.28,7235.28,-0.0
868,7223.55,7223.55,-0.0
869,7211.74,7211.74,-0.0
870,7200.19,7200.19,-0.0
871,7188.4,7188.4,-0.0
872,7176.64,7176.64,-0.0
873,7164.7,7164.7,-0.0
874,7153.0,7153.0,-0.0
875,7141.8,7141.8,-0.0
876,7130.06,7130.06,-0.0
877,7117.92,7117.92,-0.0
878,7106.03,7106.03,-0.0
879,7094.25,7094.25,-0.0
880,7082.29,7082.29,-0.0
881,7070.6,7070.6,-0.0
882,7058.71,7058.71,-0.0
883,7046.89,7046.89,-0.0
884,7035.01,7035.01,-0.0
885,7023.42,7023.42,-0.0
886,7011.52,7011.52,-0.0
887,6999.8,6999.8,-0.0
888,6987.76,6987.76,-0.0
889,6975.71,6975.71,-0.0
890,6963.95,6963.95,-0.0
891,6952.14,6952.14,-0.0
892,6940.09,6940.09,-0.0
893,6927.99,6927.99,-0.0
894,6916.07,6916.07,-0.0
895,6904.12,6904.12,-0.0
896,6892.25,6892.25,-0.0
897,6880.24,6880.24,-0.0
898,6868.09,6868.09,-0.0
899,6855.92,6855.92,-0.0
900,6844.96,6844.96,-0.0
901,6832.96,6832.96,-0.0
902,6820.57,6820.57,-0.0
903,6808.54,6808.54,-0.0
904,6796.67,6796.67,-0.0
905,6784.65,6784.65,-0.0
906,6772.49,6772.49,-0.0
907,6760.59,6760.59,-0.0
908,6748.62,6748.62,-0.0
909,6736.5,6736.5,-0.0
910,6724.56,6724.56,-0.0
911,6712.58,6712.58,-0.0
912,6700.52,6700.52,-0.0
913,6688.6,6688.6,-0.0
914,6676.7,6676.7,-0.0
915,6664.63,6664.63,-0.0
916,6652.74,6652.74,-0.0
917,6640.63,6640.931215068114,4.535838269133882e-05
918,6628.55,6629.298741736042,0.00011295071341109107
919,6616.43,6617.6662684039675,0.0001868308016641666
920,6604.46,6606.033795071895,0.00023826438341422926
921,6592.68,6594.401321739822,0.0002610618237047275
922,6580.65,6582.768848407748,0.0003219298041715712
923,6568.47,6571.1363750756755,0.00040585311860376664
924,6556.58,6559.503901743603,0.00044584981522557656
925,6544.86,6547.87142841153,0.0004600153117173373
926,6533.37,6536.238955079456,0.00043902692657419565
927,6521.52,6524.606481747383,0.00047316447671815376
928,6509.37,6512.974008415311,0.0005535114884074837
929,6497.23,6501.341535083238,0.0006326133928272889
930,6485.36,6489.709061751164,0.0006703720640465004
931,6473.35,6478.076588419091,0.0007298946717045803
932,6461.45,6466.444115087019,0.0007726108043564632
933,6449.38,6454.811641754946,0.0008418415080186916
934,6437.47,6443.179168422872,0.0008864722145742281
935,6425.83,6431.546695090799,0.0008892475662930101
936,6413.93,6419.914221758727,0.0009325689308710218
937,6402.01,6408.281748426654,0.000979173472536587
938,6390.17,6396.64927509458,0.0010134303941778501
939,6378.49,6385.016801762507,0.0010227286956139136
940,6366.51,6373.384328430435,0.0010791814940357787
941,6354.8,6361.751855098362,0.0010933554740486478
942,6342.8,6350.119381766288,0.0011533016727574385
943,6330.76,6338.486908434215,0.0012197898498820783
944,6318.8,6326.854435102143,0.0012738662490996472
945,6307.05,6315.22196177007,0.0012948481757645688
946,6295.4,6303.589488437996,0.0013000232437539784
947,6283.42,6291.957015105923,0.0013577352642593896
948,6271.6,6280.324541773851,0.0013901522670641147
949,6259.81,6268.692068441776,0.0014178981463742546
950,6247.88,6257.059595109704,0.0014681553139469727
951,6236.23,6245.427121777631,0.0014737023060999437
952,6224.55,6233.794648445559,0.0014840896448481621
953,6212.65,6222.162175113484,0.0015299269236944781
954,6200.85,6210.529701781412,0.001559811072831844
955,6188.99,6198.897228449339,0.0015995028658020243
956,6177.53,6187.264755117267,0.001574592594762391
957,6165.79,6175.632281785192,0.0015949999355102536
958,6153.78,6163.99980845312,0.0016593592282115777
959,6141.98,6152.367335121047,0.001689774545898358
960,6130.35,6140.734861788975,0.0016925747617527384
961,6118.52,6129.1023884569,0.001728072723785452
962,6106.56,6117.469915124828,0.0017849953079876694
963,6094.77,6105.837441792755,0.0018142448859613505
964,6083.0,6094.204968460683,0.0018403191294054393
965,6071.53,6082.572495128608,0.001817081626778047
966,6059.56,6070.940021796536,0.0018762664547353526
967,6047.72,6059.307548464463,0.0019141861131887804
968,6035.8,6047.675075132391,0.0019655072537585376
969,6023.67,6036.042601800316,0.002051890712462526
970,6011.91,6024.410128468244,0.0020770688763418546
971,5999.81,6012.777655136171,0.0021590119540712016
972,5987.71,6001.145181804099,0.0022412794590438868
973,5975.73,5989.512708472024,0.0023037918918590475
974,5963.81,5977.880235139952,0.002356490810589944
975,5951.73,5966.247761807879,0.0024362805970666837
976,5939.79,5954.615288475805,0.002492818395447404
977,5927.81,5942.982815143732,0.0025563285692265067
978,5916.37,5931.35034181166,0.002528815563269383
979,5904.35,5919.717868479587,0.002599423024954667
980,5892.16,5908.085395147513,0.0026991650229164776
981,5880.04,5896.45292181544,0.0027874058178894833
982,5868.0,5884.820448483368,0.0028623699377496067
983,5855.93,5873.187975151295,0.0029427596588459982
984,5843.58,5861.555501819221,0.0030713896387304608
985,5831.62,5849.923028487148,0.0031336688004841577
986,5819.25,5838.290555155076,0.0032666533728685685
987,5807.26,5826.658081823003,0.0033347492500838995
988,5795.25,5815.025608490929,0.003406573329008417
989,5783.07,5803.393135158856,0.0035080862493215028
990,5770.89,5791.760661826784,0.0036100173053937134
991,5759.13,5780.128188494711,0.003639438745428726
992,5747.16,5768.495715162637,0.0037055188351453297
993,5734.77,5756.863241830564,0.0038451051449404955
994,5723.7,5745.230768498492,0.003754629655858032
995,5718.63,5733.598295166419,0.002614042141685563
996,5718.05,5721.965821834345,0.0006845833167121528
997,5720.81,5720.81,-0.0
998,5726.15,5726.15,-0.0
999,5733.31,5733.31,-0.0
