27.06.2024 11:15:00	0.001714
27.06.2024 11:15:05	0.001790
27.06.2024 11:15:25	0.001807
27.06.2024 11:15:45	0.001863
27.06.2024 11:16:05	0.002107
27.06.2024 11:16:25	0.001615
27.06.2024 11:16:45	0.001740
27.06.2024 11:17:05	0.001650
27.06.2024 11:17:25	0.001951
27.06.2024 11:17:45	0.001755
27.06.2024 11:18:05	0.001729
27.06.2024 11:18:25	0.001630
27.06.2024 11:18:45	0.001503
27.06.2024 11:19:05	0.001510
27.06.2024 11:19:25	0.001785
27.06.2024 11:19:45	0.001532
27.06.2024 11:20:05	0.001705
27.06.2024 11:20:25	0.001879
27.06.2024 11:20:45	0.002000
27.06.2024 11:21:05	0.001915
27.06.2024 11:21:25	0.002118
27.06.2024 11:21:45	0.002183
27.06.2024 11:22:05	0.002139
27.06.2024 11:22:25	0.002194
27.06.2024 11:22:45	0.001888
27.06.2024 11:23:05	0.001725
27.06.2024 11:23:25	0.002036
27.06.2024 11:23:45	0.001855
27.06.2024 11:24:05	0.001740
27.06.2024 11:24:25	0.001438
27.06.2024 11:24:45	0.001533
27.06.2024 11:25:05	0.001842
27.06.2024 11:25:25	0.001666
27.06.2024 11:25:45	0.001907
27.06.2024 11:26:05	0.001937
27.06.2024 11:26:25	0.001656
27.06.2024 11:26:45	0.001931
27.06.2024 11:27:05	0.001481
27.06.2024 11:27:25	0.002059
27.06.2024 11:27:45	0.001906
27.06.2024 11:28:05	0.002014
27.06.2024 11:28:25	0.002147
27.06.2024 11:28:45	0.002047
27.06.2024 11:29:05	0.001980
27.06.2024 11:29:25	0.001996
27.06.2024 11:29:45	0.002036
27.06.2024 11:30:05	0.002172
27.06.2024 11:30:25	0.002112
27.06.2024 11:30:45	0.002303
27.06.2024 11:31:05	0.002133
27.06.2024 11:31:25	0.002204
27.06.2024 11:31:45	0.001968
27.06.2024 11:32:05	0.002121
27.06.2024 11:32:25	0.001927
27.06.2024 11:32:45	0.002125
27.06.2024 11:33:05	0.002110
27.06.2024 11:33:25	0.001917
27.06.2024 11:33:45	0.001795
27.06.2024 11:34:05	0.001729
27.06.2024 11:34:25	0.001923
27.06.2024 11:34:45	0.001988
27.06.2024 11:35:05	0.001969
27.06.2024 11:35:25	0.001842
27.06.2024 11:35:45	0.001806
27.06.2024 11:36:05	0.001818
27.06.2024 11:36:25	0.002787
27.06.2024 11:36:45	0.001571
27.06.2024 11:37:05	0.001556
27.06.2024 11:37:25	0.000260
27.06.2024 11:37:45	0.002138
27.06.2024 11:38:05	0.002843
27.06.2024 11:38:25	0.002437
27.06.2024 11:38:45	0.002474
27.06.2024 11:39:05	0.002183
27.06.2024 11:39:25	0.001885
27.06.2024 11:39:45	0.002715
27.06.2024 11:40:05	0.001691
27.06.2024 11:40:25	0.001452
27.06.2024 11:40:45	0.001892
27.06.2024 11:41:05	0.002094
27.06.2024 11:41:25	0.002919
27.06.2024 11:41:45	0.002438
27.06.2024 11:42:05	0.002957
27.06.2024 11:42:25	0.002836
27.06.2024 11:42:45	0.002875
27.06.2024 11:43:05	0.003194
27.06.2024 11:43:25	0.003535
27.06.2024 11:43:45	0.002932
27.06.2024 11:44:05	0.002936
27.06.2024 11:44:25	0.002982
27.06.2024 11:44:45	0.003542
27.06.2024 11:45:05	0.003400
27.06.2024 11:45:25	0.003930
27.06.2024 11:45:45	0.003583
27.06.2024 11:46:05	0.003923
27.06.2024 11:46:25	0.003460
27.06.2024 11:46:45	0.003754
27.06.2024 11:47:05	0.004511
27.06.2024 11:47:25	0.003704
27.06.2024 11:47:45	0.003742
27.06.2024 11:48:05	0.003206
27.06.2024 11:48:25	0.002530
27.06.2024 11:48:45	0.003278
27.06.2024 11:49:05	0.003092
27.06.2024 11:49:25	0.003404
27.06.2024 11:49:45	0.002788
27.06.2024 11:50:05	0.004100
27.06.2024 11:50:25	0.003468
27.06.2024 11:50:45	0.003557
27.06.2024 11:51:05	0.003599
27.06.2024 11:51:25	0.004135
27.06.2024 11:51:45	0.003417
27.06.2024 11:52:05	0.003727
27.06.2024 11:52:25	0.003902
27.06.2024 11:52:45	0.002903
27.06.2024 11:53:05	0.003274
27.06.2024 11:53:25	0.004335
27.06.2024 11:53:45	0.003591
27.06.2024 11:54:05	0.002791
27.06.2024 11:54:25	0.003940
27.06.2024 11:54:45	0.003253
27.06.2024 11:55:05	0.003575
27.06.2024 11:55:25	0.002999
27.06.2024 11:55:45	0.003987
27.06.2024 11:56:05	0.004089
27.06.2024 11:56:25	0.003681
27.06.2024 11:56:45	0.003186
27.06.2024 11:57:05	0.004198
27.06.2024 11:57:25	0.003718
27.06.2024 11:57:45	0.003777
27.06.2024 11:58:05	0.003584
27.06.2024 11:58:25	0.003207
27.06.2024 11:58:45	0.002943
27.06.2024 11:59:05	0.003871
27.06.2024 11:59:25	0.004109
27.06.2024 11:59:45	0.003784
27.06.2024 12:00:05	0.004082
27.06.2024 12:00:25	0.004160
27.06.2024 12:00:45	0.004391
27.06.2024 12:01:05	0.005129
27.06.2024 12:01:25	0.004242
27.06.2024 12:01:45	0.004936
27.06.2024 12:02:05	0.004081
27.06.2024 12:02:25	0.004984
27.06.2024 12:02:45	0.004599
27.06.2024 12:03:05	0.004672
27.06.2024 12:03:25	0.004476
27.06.2024 12:03:45	0.004756
27.06.2024 12:04:05	0.005045
27.06.2024 12:04:25	0.005416
27.06.2024 12:04:45	0.005131
27.06.2024 12:05:05	0.005030
27.06.2024 12:05:25	0.004408
27.06.2024 12:05:45	0.004736
27.06.2024 12:06:05	0.004511
27.06.2024 12:06:25	0.004552
27.06.2024 12:06:45	0.004549
27.06.2024 12:07:05	0.004154
27.06.2024 12:07:25	0.004709
27.06.2024 12:07:45	0.004742
27.06.2024 12:08:05	0.004336
27.06.2024 12:08:25	0.004661
27.06.2024 12:08:45	0.004205
