btn_idx,btn_dt,HA_ref,T,RH_ref,dew_ref,HA_pred,HA_pred_std,pred_points,pred_dt_first,pred_dt_last,time_err_center_s,residual
28,2026-05-26 15:20:11,13.089142737657559,29.8,43.6,16.11,10.856866666666667,0.19311953081175545,15,2026-05-26 15:20:11.000,2026-05-26 15:20:11.990,-0.495,2.232276070990892
29,2026-05-26 15:20:13,13.179205646402908,29.8,43.9,16.22,11.040450625,0.22434763156024945,32,2026-05-26 15:20:12.060,2026-05-26 15:20:13.980,-0.02,2.1387550214029076
30,2026-05-26 15:20:15,13.029100798493992,29.8,43.4,16.04,10.962964137931033,0.19507219234202292,29,2026-05-26 15:20:14.040,2026-05-26 15:20:15.960,0.0,2.066136660562959
31,2026-05-26 15:20:17,12.99907982891221,29.8,43.3,16.01,10.954340344827585,0.21031464446128523,29,2026-05-26 15:20:16.020,2026-05-26 15:20:17.960,0.01,2.0447394840846247
32,2026-05-26 15:20:19,12.84897498100329,29.8,42.8,15.82,10.936934137931035,0.2592623400357973,29,2026-05-26 15:20:18.020,2026-05-26 15:20:20.000,-0.01,1.9120408430722549
33,2026-05-26 15:20:21,12.878995950585074,29.8,42.9,15.86,10.894904285714286,0.25358219864541165,28,2026-05-26 15:20:20.060,2026-05-26 15:20:21.960,-0.01,1.9840916648707871
34,2026-05-26 15:20:23,12.7196466241328,29.7,42.6,15.66,10.9145346875,0.27146429631554253,32,2026-05-26 15:20:22.020,2026-05-26 15:20:23.980,0.0,1.8051119366328
35,2026-05-26 15:20:25,12.7196466241328,29.7,42.6,15.66,10.962138333333334,0.25750834375612597,30,2026-05-26 15:20:24.040,2026-05-26 15:20:25.960,0.0,1.757508290799466
36,2026-05-26 15:20:27,12.7196466241328,29.7,42.6,15.66,10.854102926829269,0.22850147064344978,41,2026-05-26 15:20:26.020,2026-05-26 15:20:27.970,0.005,1.865543697303531
37,2026-05-26 15:20:29,12.9585132274029,29.7,43.4,15.95,10.87729,0.24663184652239734,43,2026-05-26 15:20:28.010,2026-05-26 15:20:29.990,0.0,2.0812232274028997
38,2026-05-26 15:20:31,12.779363274950326,29.7,42.8,15.73,10.964504999999999,0.2845035009473207,40,2026-05-26 15:20:30.030,2026-05-26 15:20:31.990,-0.01,1.8148582749503266
39,2026-05-26 15:20:33,12.868938251176614,29.7,43.1,15.84,10.85264487804878,0.17342725339637302,41,2026-05-26 15:20:32.030,2026-05-26 15:20:33.970,0.0,2.0162933731278336
40,2026-05-26 15:20:35,12.868938251176614,29.7,43.1,15.84,10.832533181818182,0.25239466979936187,44,2026-05-26 15:20:34.010,2026-05-26 15:20:35.990,0.0,2.036405069358432
41,2026-05-26 15:20:37,12.809221600359088,29.7,42.9,15.77,10.89585023255814,0.3257865669165598,43,2026-05-26 15:20:36.030,2026-05-26 15:20:37.970,0.0,1.9133713678009485
42,2026-05-26 15:20:39,12.779363274950326,29.7,42.8,15.73,10.815099761904762,0.3090648806183731,42,2026-05-26 15:20:38.010,2026-05-26 15:20:39.970,0.01,1.9642635130455641
43,2026-05-26 15:20:41,12.779363274950326,29.7,42.8,15.73,10.857499333333333,0.267418358717368,45,2026-05-26 15:20:40.010,2026-05-26 15:20:41.990,0.0,1.9218639416169925
44,2026-05-26 15:20:43,12.472504928565632,29.6,42.0,15.35,10.864656341463416,0.47703654690576947,41,2026-05-26 15:20:42.050,2026-05-26 15:20:43.970,-0.01,1.6078485871022163
