n_pairs,rmse,mae,mape_pct,r2,corr_pearson,bias_mean,residual_mean,residual_std,button_period_s,half_window_s,mean_pred_points_per_button
354,1.5732844518978857,1.4723164898143428,9.957256715138831,0.7123924509120944,0.9816299290010956,-1.470144467188328,1.470144467188328,0.5610601082547841,2.0,1.0,40.75423728813559
